-55.50 	-1.90 	-55.50 	-1.90 
15.30 	-4.30 	15.30 	-4.30 
-63.60 	8.15 	-63.60 	8.15 
89.67 	25.18 	89.67 	25.18 
-162.88 	61.93 	-162.88 	61.93 
-57.93 	-31.38 	-57.93 	-31.38 
86.50 	67.48 	86.50 	67.48 
-90.91 	32.31 	-90.91 	32.31 
126.80 	72.37 	126.80 	72.37 
96.10 	21.98 	96.10 	21.98 
140.47 	52.53 	140.47 	52.53 
66.53 	66.57 	66.53 	66.57 
10.89 	53.23 	10.89 	53.23 
-96.10 	29.31 	-96.10 	29.31 
-122.44 	52.53 	-122.44 	52.53 
42.17 	64.10 	42.17 	64.10 
-97.52 	25.90 	-97.52 	25.90 
105.80 	15.12 	105.80 	15.12 
-92.44 	31.31 	-92.44 	31.31 
-133.74 	67.46 	-133.74 	67.46 
14.14 	52.86 	14.14 	52.86 
44.72 	48.77 	44.72 	48.77 
-74.80 	45.01 	-74.80 	45.01 
28.73 	45.22 	28.73 	45.22 
52.18 	67.63 	52.18 	67.63 
-121.17 	45.61 	-121.17 	45.61 
158.72 	68.73 	158.72 	68.73 
-94.37 	56.40 	-94.37 	56.40 
3.38 	11.87 	3.38 	11.87 
142.27 	-33.75 	142.27 	-33.75 
-114.63 	32.73 	-114.63 	32.73 
15.03 	12.12 	15.03 	12.12 
33.18 	46.82 	33.18 	46.82 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
999.99 	999.99 	999.99 	999.99 
